710:-0.67522293 0.7061222 -0.59780353 -0.26317108 0.37729713 0.75795275 -0.66063654 -1.0356468 0.986745 0.31693658
205:-0.16493326 0.8030098 0.5664363 -0.17630978 0.26078016 0.12538935 0.8073981 -0.22870028 0.338036 -0.2965291
45:0.18132198 0.64478767 0.26056615 0.24257082 0.40354833 -0.38738796 0.33160093 0.01853142 -0.067226864 -0.1600702
515:0.48067537 0.6514296 0.49660844 0.23051766 0.26483256 -0.20447236 0.098624624 0.13891982 -0.40544644 -0.3961015
574:0.044684265 0.7909778 -0.111472994 -0.5617823 -0.2961815 0.2548325 0.11596479 -0.17141303 0.4280667 0.105362065
858:-0.04461621 0.061812337 -0.42302692 -0.28958625 -0.10046623 0.29728884 -0.28548545 0.41589192 -0.11426286 -0.16688444
619:0.13355757 1.1354171 -0.43340668 -0.485879 0.12594463 -0.0009835403 -0.29055774 -0.8773243 0.40995437 0.3428388
507:0.03991852 0.16910185 -0.07099755 -0.21071546 0.29465935 -0.34888887 0.031506356 -0.30654013 0.2553457 -0.30357912
113:-0.11359669 1.1257278 -0.49303403 -0.52060634 -0.02060569 0.2892307 -0.16942063 -1.1796889 0.630595 -0.16107084
34:0.13647157 0.04857518 -0.05790394 -0.5033959 0.14426409 -0.27908224 0.47051036 0.28349578 0.18450646 -0.14819385
563:-0.10286778 0.5759789 0.19524299 0.13329367 0.22275312 0.075827345 0.29362264 -0.08379853 -0.049347714 -0.48354852
381:-0.16864643 0.61047393 0.016731476 0.4381142 0.44405907 -0.19106796 0.27816415 -0.026131101 -0.095373854 -0.13537753
455:-0.43620712 0.8678385 -0.2801509 0.6512118 -0.07252708 0.06787581 0.28081426 0.19016735 0.11258198 0.31432262
67:0.021324815 0.5805447 -0.23888175 0.07018322 0.068028204 0.42795742 0.081865944 -0.59535664 0.470476 -0.10114387
388:0.23999803 0.51773804 0.22761023 -0.6044097 0.3379092 0.34922877 -0.21679954 0.005079879 0.12992553 -0.5447266
310:-0.68707997 0.543556 -0.19296749 -0.008276173 -0.07964752 -0.0075764935 0.47783285 -0.30416274 0.6761229 0.56376475
169:-0.29596174 0.7529277 -0.20084009 0.74960303 0.34855965 -0.38583788 0.34951964 -0.1937556 0.50564355 0.37839893
444:-0.40733862 0.61679685 -0.13576849 0.17376247 0.4498558 0.23285468 -0.053024255 -0.23298635 0.35084093 -0.03624213
193:-0.07018055 0.4939046 0.08129333 0.37338966 0.040506877 -0.3677787 0.06486749 0.107936636 0.28376192 0.3445284
713:0.17292278 0.6292583 -0.3413736 -0.27919647 -0.059267074 0.41747382 0.3925064 -0.6588536 0.35050154 0.58410615
302:0.29036897 0.5453218 0.396424 -0.3861149 0.46140045 0.048233867 0.34452584 -0.357963 -0.0670673 -0.9492396
153:-0.7347178 -0.17234606 -0.580664 -0.115222976 0.10375698 -0.8221675 0.28935155 -0.37969404 -0.13820545 -0.22932602
844:-0.01706213 1.1285402 -0.18714444 -0.03932214 0.3500679 0.2097811 -0.13390478 -0.94070345 0.40251726 -0.29393166
335:0.021875145 0.651328 0.089279175 -0.074464485 0.21838042 0.099767335 0.109503746 -0.13326879 0.4043533 -0.5975163
885:0.28321543 0.9702708 -0.42546657 0.24207002 0.027133778 0.25258064 -0.07086983 -0.16556054 0.01975235 -0.17501105
735:-0.20691128 0.5139947 0.31553632 -0.27152938 0.1005752 0.35899785 -0.46706003 0.7984082 0.023078183 -0.40835863
664:-0.45663026 0.7987327 -0.20751108 0.12910193 0.022880362 0.53193253 -0.4223531 -0.9266965 0.86413556 0.45468447
93:-0.24967566 0.5931811 -0.13734923 0.3145551 0.18521127 0.21714807 -0.032288365 -0.22108267 0.7280086 0.43059883
158:0.14031535 0.44897577 -0.41852632 0.83995473 -0.094048865 -0.62108415 0.13304433 0.08675358 -0.088366 0.8106856
458:-0.29807875 0.5596139 0.21103728 0.4497264 0.22784781 0.083043955 0.41540134 -0.60241425 1.1015015 -0.18893553
997:0.15824623 0.6121999 0.3831256 -0.08340238 0.12897189 0.25195622 -0.19398585 -0.26270252 0.3877646 -0.26984864
182:-0.09002725 0.8951366 0.28407508 0.3220574 0.12426574 0.44770372 0.10349884 -0.40660834 0.07271625 -0.20216753
147:-0.060547803 0.5920296 -0.082516395 0.04875837 0.4530533 0.2735498 0.02478193 -0.15309921 0.041439712 -0.1874471
616:-0.6566731 0.67539656 -0.30786848 0.4425651 -0.21214639 -0.3754294 -0.099170424 0.1525014 -0.10983586 0.31354386
589:-0.06749917 -0.24363372 -0.15125814 -0.23813514 0.2372405 -0.26257634 -0.19737618 0.38935804 0.019401627 -0.07009341
544:-0.37805036 0.5005033 -0.02424998 0.22519566 0.510501 0.06635269 -0.20030002 -0.47364458 0.8863713 0.28063822
436:-0.4130371 0.7963767 -0.27527276 0.029770039 0.024867458 0.009425327 0.3299154 0.09304058 0.4415277 0.21439853
862:0.023697635 0.6890801 0.16119662 -0.03020774 -0.3531366 0.18459038 -0.20895147 -0.07790526 0.16576248 -0.27888447
836:-0.8316037 0.39401004 -0.32422575 0.034134183 0.30792287 0.28091204 -0.6050012 -0.20707749 0.713424 0.6885091
697:-0.19282305 1.0624185 -0.12423711 -0.38734984 -0.09040492 0.27219483 -0.21240711 -0.70810175 0.52401966 0.11578076
12:-0.7519989 0.5480522 -0.40685943 0.11300692 0.30814582 0.09339511 -0.6143017 -0.3679575 0.51435804 0.19787686
223:0.024648476 0.35425326 0.25075558 -0.26341456 0.13462839 -0.3075316 -0.20938306 0.44791102 -0.11033571 0.082992196
541:0.09734833 0.10770626 -0.030754054 -0.23725294 -0.055372506 -0.008569555 -0.38808492 0.55007076 0.16400933 -0.10336369
66:-0.7728229 0.97406757 -0.4950474 0.4819934 0.4072658 0.17017245 -0.5137369 -0.770138 0.7958137 0.38509944
216:-0.5690953 0.41940638 -0.29173043 0.34157106 0.3146289 -0.16474855 0.16387841 0.2586856 0.063087955 0.77440906
89:-0.24158572 0.5280011 -0.1554511 0.25982115 0.5169037 -0.3246167 -0.26464364 -0.27482486 0.5611975 0.17945147
963:-0.3021083 0.3698285 -0.3806307 -0.24074614 -0.9236565 -0.08825655 0.2235908 -0.44324645 0.61054504 -0.1961885
925:-0.048897754 -0.072628565 -0.168045 -0.17341232 -0.64140034 -0.056041438 -0.49426556 0.043399185 0.064874694 -0.349471
608:0.18858704 0.1086529 -0.21298492 -0.353069 0.08375491 0.008801132 -0.33283195 0.19804497 -0.31523767 -0.26154402
124:0.23616347 0.5431699 0.36637133 -0.11279246 -0.0065270523 0.45583472 -0.08581321 -0.69734246 0.10595162 -0.06707065
84:-0.028696295 0.37997937 -0.10841922 0.014351829 -0.076163515 0.36253425 -0.32198557 -0.17325097 -0.20766674 -0.35170275
833:-0.20262091 0.57387924 -0.5925255 -0.08401068 0.23199803 0.46021026 -0.41774288 -0.77669215 1.2947017 0.22494991
