710:-0.6656643 -2.4558997 0.004410235 1.0430892 -0.61119914 -1.0515816 0.25248453 -0.56753176 0.38180757 -0.115811124
205:-0.3588718 -0.13653933 0.49823713 0.32558984 0.282192 -0.7669696 -0.47359338 -0.55243206 0.28239325 -0.09797994
45:-0.47198576 0.24243085 0.45670584 -5.7401245e-05 0.694213 -0.6026891 -0.41077292 -0.12972707 0.119307004 -0.19482964
515:-0.23228742 0.7439043 0.39215562 0.38368332 0.53225964 -0.33519807 -0.4110852 -0.47182372 -0.2511878 -0.28759012
574:-0.15374559 -0.3665856 0.18082276 0.06506248 0.5815869 -0.90883124 -0.3942211 -0.3510856 0.5112233 -0.18152858
858:0.22770333 -0.20763841 -0.15784767 0.012163796 0.23423299 0.13310316 0.5886646 -0.09332767 0.04097593 -0.5620473
619:-0.3934836 -1.4625579 -0.08065855 0.70529073 -0.38252005 -0.70101184 0.15438119 -0.41178727 0.2956841 -0.15256295
507:-0.55332434 0.17645864 -0.32545298 0.08336339 0.14142314 -0.2889206 -0.29194567 0.025128648 0.5263243 -0.08571948
113:-0.4924584 -1.1693194 -0.21217193 1.0583364 -0.3046861 -0.5317285 0.1751291 -1.0480338 0.3515936 -0.11521994
34:0.43233073 0.0885496 0.10154669 -0.44984412 -0.09432021 -0.373375 0.085883126 -0.5950177 0.2034808 0.07987983
563:-0.20726736 0.19107586 0.021957686 0.6892546 -0.0053818133 -0.8109485 -0.32115722 -0.22490574 0.3693265 -0.5361174
381:-0.8781342 0.4026944 0.60966283 0.20666026 -0.1368543 -0.41894877 -0.38445458 -0.20551124 -0.223256 0.07240155
455:-0.8784943 -0.12381826 0.7216107 0.3873285 -0.3941618 -0.8033797 0.39019126 0.29550484 -0.32193834 0.17335805
67:0.2709942 -1.5106082 -0.036517005 1.7907767 -0.45875663 -1.3718857 -0.9365766 -0.7638 0.22715285 -0.82555735
388:0.034452613 0.36217713 0.12179202 0.5373758 0.24292918 -0.41073185 -0.30313975 -0.83876914 0.29687008 -0.64045405
974:0.18644382 0.3363661 -0.5053658 1.0963001 -0.015092195 -0.52751505 0.35163873 -0.5639543 0.49478483 -0.038603585
310:-0.48228306 -1.2189088 0.2537174 0.83968186 -1.1156135 -1.6751536 0.11096717 0.24514474 -0.2837112 0.17517896
169:-1.000979 -0.28559214 0.8465129 0.2829743 -0.7685182 -0.8138594 0.20742476 0.52296925 -0.38003758 0.3664258
444:-0.55959046 -0.13224898 0.44135135 0.28567076 0.16988294 -0.7722732 -0.4261719 0.23106071 0.63827163 -0.3355456
120:-0.46660894 -0.94842684 0.11910165 0.49552786 -0.46270448 -0.8349494 0.2616798 -0.497935 -0.012234114 -0.18096676
193:-0.76491696 0.19814694 -0.037323583 -0.07438366 0.46520746 -0.49140352 -0.1686121 0.16179368 -0.332757 0.111859344
713:-0.17229456 -1.3591843 -0.30772072 1.5117458 -0.3645979 -1.2066119 -0.6520709 -0.7803318 0.12888163 -0.036099695
302:-0.17039034 0.31232792 0.13695271 0.694015 0.11794641 -0.50345254 -0.48486647 -0.49018985 0.25354916 -0.5698668
153:-0.58346987 0.35542154 0.08421891 -0.63319 -0.7708945 -0.009741938 0.73846537 0.24534458 0.8080989 0.46721146
844:0.035564747 -0.7689456 -0.16808492 1.6148815 -0.042162623 -1.3939084 -0.70235276 -0.92680603 0.31698057 -0.718673
335:-0.2466322 0.026013592 -0.26386806 0.5322791 0.38595343 -0.73301226 -0.50241596 -0.2686505 0.83909565 -0.31551278
885:0.07440363 -0.90656507 -0.042661887 0.97376734 -0.39241338 -0.92517644 0.24741028 -0.4231089 -0.2341652 -0.06640193
735:-0.12527016 -0.6754635 -0.38047522 0.2362677 0.42584446 -0.8896287 -0.037822668 0.35049808 0.6212204 -0.64746684
664:-0.30877206 -1.2593987 -0.33236247 0.8917271 -0.55024165 -0.9481643 -0.15518725 -0.57081217 -0.07215043 -0.4173734
93:-0.9694682 -0.87588435 0.13072872 0.15333152 -0.2861413 -0.8444268 -0.14326698 0.34539068 0.113693684 -0.04545608
158:-0.7431639 0.09339569 0.24700737 -0.030475698 -0.2885453 -0.6584989 0.39502564 0.21612944 -1.0777407 0.3608714
458:-0.6769148 -0.28502828 -0.21748501 0.842972 -0.4666407 -1.077464 -0.315454 -0.025935704 0.1367746 -0.3127438
997:0.06293939 -0.55809647 -0.64713305 1.1065313 -0.0754532 -1.0089438 -0.54728544 -0.6308944 0.2374334 -0.91900396
182:-0.7601454 -0.40461352 0.33932322 0.8713634 -0.24630767 -1.0698528 -0.351139 -0.6860636 -0.087321855 -0.16013415
147:-0.46686867 -0.09096308 0.24201407 0.1306298 0.017714381 -0.5096099 -0.20328191 -0.13119043 0.22485325 -0.57554215
616:-0.54524153 0.033072904 0.8929237 0.18214011 -0.023914896 -0.67968976 0.47348785 0.43785965 -0.0785872 0.05755767
589:-0.020339314 0.16975445 -0.22185388 -0.6236171 -0.14540143 0.102703474 0.15210636 0.054624856 0.06550578 -0.29878324
544:-1.2017823 -0.44635946 -0.6856641 0.36705413 -0.34493324 -0.62624556 -0.39795625 0.2516126 0.3487687 0.32434872
436:-0.94685435 -0.44337326 -0.6525254 0.56355786 -0.29356998 -0.568827 -0.56296223 0.094761744 0.36564934 0.28007612
862:-0.01028976 -0.37300223 0.07901955 1.0228666 0.10672121 -0.8279836 -0.33717164 -0.73102486 0.27040803 -0.35929137
836:-0.96184576 -0.9707054 -0.53151447 0.59981465 -0.59907955 -0.30266044 0.3147976 -0.034048747 0.19950724 -0.20166512
697:-0.28627104 -0.898147 -0.39406955 0.70604634 -0.06067271 -0.70134073 -0.06207333 -0.5152214 0.119637325 -0.25167182
12:-0.80852675 -1.2635276 0.059185 0.39876264 -0.24111548 -0.4436616 0.674945 0.2306025 0.07944029 -0.41785097
223:-0.0611513 0.06828042 -0.032719117 -0.4338946 0.7135081 -0.22482921 -0.07720898 0.0633452 0.00048019932 -0.36750147
541:0.30675662 -0.0644788 -0.3759703 -0.122699045 0.5101864 -0.07688612 0.24467896 0.1859989 0.30715156 -0.38678458
66:-1.313326 -1.9217132 -0.06456666 0.9200926 -0.7626054 -0.70957005 0.75515807 -0.021191847 0.10636325 -0.41918388
216:-0.63236135 -0.4693432 0.55211383 -0.3161467 0.11583921 -0.56926143 0.21537705 0.52137923 -0.097799286 0.02414075
